,Card,Review,Review_cleaned,card_type,Review_tokenized,Review_no_stop,Review_lemmatized,sentiment
221,HSBC Revolution Credit Card,"This used to be a so-so card but ever since the inclusion of 10X rewards for contactless payment, this has been my go to card for offline purchase. Encountered a problem where my card was not synced into my banking account and had to talk to the CSO to get it done. That experience was fuss free but the integration should be there in the first place.",this used to be a soso card but ever since the inclusion of 10x rewards for contactless payment this has been my go to card for offline purchase encountered a problem where my card was not synced into my banking account and had to talk to the cso to get it done that experience was fuss free but the integration should be there in the first place,Cashback,"['this', 'used', 'to', 'be', 'a', 'soso', 'card', 'but', 'ever', 'since', 'the', 'inclusion', 'of', '10x', 'rewards', 'for', 'contactless', 'payment', 'this', 'has', 'been', 'my', 'go', 'to', 'card', 'for', 'offline', 'purchase', 'encountered', 'a', 'problem', 'where', 'my', 'card', 'was', 'not', 'synced', 'into', 'my', 'banking', 'account', 'and', 'had', 'to', 'talk', 'to', 'the', 'cso', 'to', 'get', 'it', 'done', 'that', 'experience', 'was', 'fuss', 'free', 'but', 'the', 'integration', 'should', 'be', 'there', 'in', 'the', 'first', 'place']","['used', 'soso', 'card', 'ever', 'since', 'inclusion', '10x', 'rewards', 'contactless', 'payment', 'go', 'card', 'offline', 'purchase', 'encountered', 'problem', 'card', 'synced', 'banking', 'account', 'talk', 'cso', 'get', 'done', 'experience', 'fuss', 'free', 'integration', 'first', 'place']","['used', 'soso', 'card', 'ever', 'since', 'inclusion', '10x', 'reward', 'contactless', 'payment', 'go', 'card', 'offline', 'purchase', 'encountered', 'problem', 'card', 'synced', 'banking', 'account', 'talk', 'cso', 'get', 'done', 'experience', 'fuss', 'free', 'integration', 'first', 'place']",4
222,HSBC Revolution Credit Card,"1 to 4mpd is quite a good deal on this card, and HSBC entertainer has pretty good dining deals too! Appreciate that the annual fee is waived on this card too. Overall, a pretty fuss-free card to have.",1 to 4mpd is quite a good deal on this card and hsbc entertainer has pretty good dining deals too appreciate that the annual fee is waived on this card too overall a pretty fussfree card to have,Cashback,"['1', 'to', '4mpd', 'is', 'quite', 'a', 'good', 'deal', 'on', 'this', 'card', 'and', 'hsbc', 'entertainer', 'has', 'pretty', 'good', 'dining', 'deals', 'too', 'appreciate', 'that', 'the', 'annual', 'fee', 'is', 'waived', 'on', 'this', 'card', 'too', 'overall', 'a', 'pretty', 'fussfree', 'card', 'to', 'have']","['1', '4mpd', 'quite', 'good', 'deal', 'card', 'hsbc', 'entertainer', 'pretty', 'good', 'dining', 'deals', 'appreciate', 'annual', 'fee', 'waived', 'card', 'overall', 'pretty', 'fussfree', 'card']","['1', '4mpd', 'quite', 'good', 'deal', 'card', 'hsbc', 'entertainer', 'pretty', 'good', 'dining', 'deal', 'appreciate', 'annual', 'fee', 'waived', 'card', 'overall', 'pretty', 'fussfree', 'card']",3
223,HSBC Revolution Credit Card,"[Customer Service]
 I was given a good understanding and actual details and best offers which can be taken for quick cash",customer service  i was given a good understanding and actual details and best offers which can be taken for quick cash,Cashback,"['customer', 'service', 'i', 'was', 'given', 'a', 'good', 'understanding', 'and', 'actual', 'details', 'and', 'best', 'offers', 'which', 'can', 'be', 'taken', 'for', 'quick', 'cash']","['customer', 'service', 'given', 'good', 'understanding', 'actual', 'details', 'best', 'offers', 'taken', 'quick', 'cash']","['customer', 'service', 'given', 'good', 'understanding', 'actual', 'detail', 'best', 'offer', 'taken', 'quick', 'cash']",4
224,HSBC Revolution Credit Card,"[Useful For...]
It is useful for first timers as it is very easy to understand in terms of bill payment, etc. 


[Miles Card]
I don't think you should apply for this if you want miles as there isn't much potential in it.",useful for it is useful for first timers as it is very easy to understand in terms of bill payment etc    miles card i dont think you should apply for this if you want miles as there isnt much potential in it,Cashback,"['useful', 'for', 'it', 'is', 'useful', 'for', 'first', 'timers', 'as', 'it', 'is', 'very', 'easy', 'to', 'understand', 'in', 'terms', 'of', 'bill', 'payment', 'etc', 'miles', 'card', 'i', 'dont', 'think', 'you', 'should', 'apply', 'for', 'this', 'if', 'you', 'want', 'miles', 'as', 'there', 'isnt', 'much', 'potential', 'in', 'it']","['useful', 'useful', 'first', 'timers', 'easy', 'understand', 'terms', 'bill', 'payment', 'etc', 'miles', 'card', 'dont', 'think', 'apply', 'want', 'miles', 'isnt', 'much', 'potential']","['useful', 'useful', 'first', 'timer', 'easy', 'understand', 'term', 'bill', 'payment', 'etc', 'mile', 'card', 'dont', 'think', 'apply', 'want', 'mile', 'isnt', 'much', 'potential']",4
225,HSBC Revolution Credit Card,"[Miles Card]
Good to earn rewards but only cap at $1000 on eligible merchant spends such as food, travel company, groceries and contactless retail.

$1000 spend gets 10x reward points, anything more it’s not worth to use… only gain $12k rewards a year… can only turn around flight Bangkok… a bit waste of time tbh.",miles card good to earn rewards but only cap at 1000 on eligible merchant spends such as food travel company groceries and contactless retail  1000 spend gets 10x reward points anything more it’s not worth to use… only gain 12k rewards a year… can only turn around flight bangkok… a bit waste of time tbh,Cashback,"['miles', 'card', 'good', 'to', 'earn', 'rewards', 'but', 'only', 'cap', 'at', '1000', 'on', 'eligible', 'merchant', 'spends', 'such', 'as', 'food', 'travel', 'company', 'groceries', 'and', 'contactless', 'retail', '1000', 'spend', 'gets', '10x', 'reward', 'points', 'anything', 'more', 'it', 's', 'not', 'worth', 'to', 'use', 'only', 'gain', '12k', 'rewards', 'a', 'year', 'can', 'only', 'turn', 'around', 'flight', 'bangkok', 'a', 'bit', 'waste', 'of', 'time', 'tbh']","['miles', 'card', 'good', 'earn', 'rewards', 'cap', '1000', 'eligible', 'merchant', 'spends', 'food', 'travel', 'company', 'groceries', 'contactless', 'retail', '1000', 'spend', 'gets', '10x', 'reward', 'points', 'anything', 'worth', 'use', 'gain', '12k', 'rewards', 'year', 'turn', 'around', 'flight', 'bangkok', 'bit', 'waste', 'time', 'tbh']","['mile', 'card', 'good', 'earn', 'reward', 'cap', '1000', 'eligible', 'merchant', 'spends', 'food', 'travel', 'company', 'grocery', 'contactless', 'retail', '1000', 'spend', 'get', '10x', 'reward', 'point', 'anything', 'worth', 'use', 'gain', '12k', 'reward', 'year', 'turn', 'around', 'flight', 'bangkok', 'bit', 'waste', 'time', 'tbh']",2
226,HSBC Revolution Credit Card,"The approval speed is not pleasant.
However, the card is easy to use. No min spend and no annual fee.
Good to have as second/third card.",the approval speed is not pleasant however the card is easy to use no min spend and no annual fee good to have as secondthird card,Cashback,"['the', 'approval', 'speed', 'is', 'not', 'pleasant', 'however', 'the', 'card', 'is', 'easy', 'to', 'use', 'no', 'min', 'spend', 'and', 'no', 'annual', 'fee', 'good', 'to', 'have', 'as', 'secondthird', 'card']","['approval', 'speed', 'pleasant', 'however', 'card', 'easy', 'use', 'min', 'spend', 'annual', 'fee', 'good', 'secondthird', 'card']","['approval', 'speed', 'pleasant', 'however', 'card', 'easy', 'use', 'min', 'spend', 'annual', 'fee', 'good', 'secondthird', 'card']",3
227,HSBC Revolution Credit Card,"[Miles Card]
At first it may seem great for miles accumulation - especially when you look at the ""10x rewards points"" which they say results in 4mpd. However, there is a catch - this is in play only for the first $1k spent. Thereafter, the mpd is not great at 0.4. Even if you want to spend the $1k on this card to utilize the 4mpd - you need to be mindful that only expenditure at selected merchants qualify. 

... (more)",miles card at first it may seem great for miles accumulation  especially when you look at the 10x rewards points which they say results in 4mpd however there is a catch  this is in play only for the first 1k spent thereafter the mpd is not great at 04 even if you want to spend the 1k on this card to utilize the 4mpd  you need to be mindful that only expenditure at selected merchants qualify    more,Cashback,"['miles', 'card', 'at', 'first', 'it', 'may', 'seem', 'great', 'for', 'miles', 'accumulation', 'especially', 'when', 'you', 'look', 'at', 'the', '10x', 'rewards', 'points', 'which', 'they', 'say', 'results', 'in', '4mpd', 'however', 'there', 'is', 'a', 'catch', 'this', 'is', 'in', 'play', 'only', 'for', 'the', 'first', '1k', 'spent', 'thereafter', 'the', 'mpd', 'is', 'not', 'great', 'at', '04', 'even', 'if', 'you', 'want', 'to', 'spend', 'the', '1k', 'on', 'this', 'card', 'to', 'utilize', 'the', '4mpd', 'you', 'need', 'to', 'be', 'mindful', 'that', 'only', 'expenditure', 'at', 'selected', 'merchants', 'qualify', 'more']","['miles', 'card', 'first', 'may', 'seem', 'great', 'miles', 'accumulation', 'especially', 'look', '10x', 'rewards', 'points', 'say', 'results', '4mpd', 'however', 'catch', 'play', 'first', '1k', 'spent', 'thereafter', 'mpd', 'great', '04', 'even', 'want', 'spend', '1k', 'card', 'utilize', '4mpd', 'need', 'mindful', 'expenditure', 'selected', 'merchants', 'qualify']","['mile', 'card', 'first', 'may', 'seem', 'great', 'mile', 'accumulation', 'especially', 'look', '10x', 'reward', 'point', 'say', 'result', '4mpd', 'however', 'catch', 'play', 'first', '1k', 'spent', 'thereafter', 'mpd', 'great', '04', 'even', 'want', 'spend', '1k', 'card', 'utilize', '4mpd', 'need', 'mindful', 'expenditure', 'selected', 'merchant', 'qualify']",2
228,HSBC Revolution Credit Card,"Approval Time:
Took HSBC 16 days to approve the card. Very slow approval process. 

Customer service:
Called customer service twice to enquire about approval status. Had to wait 40 mins to get through. The agent told me she will send an email to expedite the process and also email me about the update. Did not receive an update at all. 
... (more)",approval time took hsbc 16 days to approve the card very slow approval process   customer service called customer service twice to enquire about approval status had to wait 40 mins to get through the agent told me she will send an email to expedite the process and also email me about the update did not receive an update at all   more,Cashback,"['approval', 'time', 'took', 'hsbc', '16', 'days', 'to', 'approve', 'the', 'card', 'very', 'slow', 'approval', 'process', 'customer', 'service', 'called', 'customer', 'service', 'twice', 'to', 'enquire', 'about', 'approval', 'status', 'had', 'to', 'wait', '40', 'mins', 'to', 'get', 'through', 'the', 'agent', 'told', 'me', 'she', 'will', 'send', 'an', 'email', 'to', 'expedite', 'the', 'process', 'and', 'also', 'email', 'me', 'about', 'the', 'update', 'did', 'not', 'receive', 'an', 'update', 'at', 'all', 'more']","['approval', 'time', 'took', 'hsbc', '16', 'days', 'approve', 'card', 'slow', 'approval', 'process', 'customer', 'service', 'called', 'customer', 'service', 'twice', 'enquire', 'approval', 'status', 'wait', '40', 'mins', 'get', 'agent', 'told', 'send', 'email', 'expedite', 'process', 'also', 'email', 'update', 'receive', 'update']","['approval', 'time', 'took', 'hsbc', '16', 'day', 'approve', 'card', 'slow', 'approval', 'process', 'customer', 'service', 'called', 'customer', 'service', 'twice', 'enquire', 'approval', 'status', 'wait', '40', 'min', 'get', 'agent', 'told', 'send', 'email', 'expedite', 'process', 'also', 'email', 'update', 'receive', 'update']",1
229,HSBC Revolution Credit Card,"[Customer Service]
This is a bank with less enthusiastic customer service officers comparing to other banks like Citibank, OCBC and financial institutions like American Express. Their customer service officer put me on hold over the phone for 5 minutes without telling me where she is heading to and what she was gonna do, and I thought something wrong with my phone. Haha! She gets the thing done in the end alright, I have to give her that
... (more)",customer service this is a bank with less enthusiastic customer service officers comparing to other banks like citibank ocbc and financial institutions like american express their customer service officer put me on hold over the phone for 5 minutes without telling me where she is heading to and what she was gonna do and i thought something wrong with my phone haha she gets the thing done in the end alright i have to give her that  more,Cashback,"['customer', 'service', 'this', 'is', 'a', 'bank', 'with', 'less', 'enthusiastic', 'customer', 'service', 'officers', 'comparing', 'to', 'other', 'banks', 'like', 'citibank', 'ocbc', 'and', 'financial', 'institutions', 'like', 'american', 'express', 'their', 'customer', 'service', 'officer', 'put', 'me', 'on', 'hold', 'over', 'the', 'phone', 'for', '5', 'minutes', 'without', 'telling', 'me', 'where', 'she', 'is', 'heading', 'to', 'and', 'what', 'she', 'was', 'gonna', 'do', 'and', 'i', 'thought', 'something', 'wrong', 'with', 'my', 'phone', 'haha', 'she', 'gets', 'the', 'thing', 'done', 'in', 'the', 'end', 'alright', 'i', 'have', 'to', 'give', 'her', 'that', 'more']","['customer', 'service', 'bank', 'less', 'enthusiastic', 'customer', 'service', 'officers', 'comparing', 'banks', 'like', 'citibank', 'ocbc', 'financial', 'institutions', 'like', 'american', 'express', 'customer', 'service', 'officer', 'put', 'hold', 'phone', '5', 'minutes', 'without', 'telling', 'heading', 'gonna', 'thought', 'something', 'wrong', 'phone', 'haha', 'gets', 'thing', 'done', 'end', 'alright', 'give']","['customer', 'service', 'bank', 'less', 'enthusiastic', 'customer', 'service', 'officer', 'comparing', 'bank', 'like', 'citibank', 'ocbc', 'financial', 'institution', 'like', 'american', 'express', 'customer', 'service', 'officer', 'put', 'hold', 'phone', '5', 'minute', 'without', 'telling', 'heading', 'gonna', 'thought', 'something', 'wrong', 'phone', 'haha', 'get', 'thing', 'done', 'end', 'alright', 'give']",3
230,HSBC Revolution Credit Card,Nothing special as compare to other credit cards in town. The best feature is the 1-for-1 HSBC entertainer however with limited choices.,nothing special as compare to other credit cards in town the best feature is the 1for1 hsbc entertainer however with limited choices,Cashback,"['nothing', 'special', 'as', 'compare', 'to', 'other', 'credit', 'cards', 'in', 'town', 'the', 'best', 'feature', 'is', 'the', '1for1', 'hsbc', 'entertainer', 'however', 'with', 'limited', 'choices']","['nothing', 'special', 'compare', 'credit', 'cards', 'town', 'best', 'feature', '1for1', 'hsbc', 'entertainer', 'however', 'limited', 'choices']","['nothing', 'special', 'compare', 'credit', 'card', 'town', 'best', 'feature', '1for1', 'hsbc', 'entertainer', 'however', 'limited', 'choice']",3
231,HSBC Revolution Credit Card,"Signed up for the card due to the one time $150 cash back reward for $800 spend within first 2 months. For its main monthly rewards, it's a so-so card. The hotline is quite bad, had to hold more than 20 mins during non peak.",signed up for the card due to the one time 150 cash back reward for 800 spend within first 2 months for its main monthly rewards its a soso card the hotline is quite bad had to hold more than 20 mins during non peak,Cashback,"['signed', 'up', 'for', 'the', 'card', 'due', 'to', 'the', 'one', 'time', '150', 'cash', 'back', 'reward', 'for', '800', 'spend', 'within', 'first', '2', 'months', 'for', 'its', 'main', 'monthly', 'rewards', 'its', 'a', 'soso', 'card', 'the', 'hotline', 'is', 'quite', 'bad', 'had', 'to', 'hold', 'more', 'than', '20', 'mins', 'during', 'non', 'peak']","['signed', 'card', 'due', 'one', 'time', '150', 'cash', 'back', 'reward', '800', 'spend', 'within', 'first', '2', 'months', 'main', 'monthly', 'rewards', 'soso', 'card', 'hotline', 'quite', 'bad', 'hold', '20', 'mins', 'non', 'peak']","['signed', 'card', 'due', 'one', 'time', '150', 'cash', 'back', 'reward', '800', 'spend', 'within', 'first', '2', 'month', 'main', 'monthly', 'reward', 'soso', 'card', 'hotline', 'quite', 'bad', 'hold', '20', 'min', 'non', 'peak']",2
232,HSBC Revolution Credit Card,Signed up for this card a couple years back to get a free Samsonite luggage after spending ~$5k. Currently still using it but not frequently. Only when there's dining discounts or when I use it along with the free HSBC Entertainer App. The HSBC Entertainer App provides 1-for-1 deals. They limit the options but still pretty decent :),signed up for this card a couple years back to get a free samsonite luggage after spending 5k currently still using it but not frequently only when theres dining discounts or when i use it along with the free hsbc entertainer app the hsbc entertainer app provides 1for1 deals they limit the options but still pretty decent ,Cashback,"['signed', 'up', 'for', 'this', 'card', 'a', 'couple', 'years', 'back', 'to', 'get', 'a', 'free', 'samsonite', 'luggage', 'after', 'spending', '5k', 'currently', 'still', 'using', 'it', 'but', 'not', 'frequently', 'only', 'when', 'theres', 'dining', 'discounts', 'or', 'when', 'i', 'use', 'it', 'along', 'with', 'the', 'free', 'hsbc', 'entertainer', 'app', 'the', 'hsbc', 'entertainer', 'app', 'provides', '1for1', 'deals', 'they', 'limit', 'the', 'options', 'but', 'still', 'pretty', 'decent', '']","['signed', 'card', 'couple', 'years', 'back', 'get', 'free', 'samsonite', 'luggage', 'spending', '5k', 'currently', 'still', 'using', 'frequently', 'theres', 'dining', 'discounts', 'use', 'along', 'free', 'hsbc', 'entertainer', 'app', 'hsbc', 'entertainer', 'app', 'provides', '1for1', 'deals', 'limit', 'options', 'still', 'pretty', 'decent', '']","['signed', 'card', 'couple', 'year', 'back', 'get', 'free', 'samsonite', 'luggage', 'spending', '5k', 'currently', 'still', 'using', 'frequently', 'there', 'dining', 'discount', 'use', 'along', 'free', 'hsbc', 'entertainer', 'app', 'hsbc', 'entertainer', 'app', 'provides', '1for1', 'deal', 'limit', 'option', 'still', 'pretty', 'decent', '']",4
233,HSBC Revolution Credit Card,"Signed up for this card 3 years back to get a free luggage. After that i paid for part of my lasik surgery with it to use up the credits upon signup. 

Then i redeemed whatever rewards i could w the points accumulated and left it there to collect dust. Cancelled it the next time they charged me annual fee.

But if you're somehow alr using a HSBC card, pls look in your inbox for a promo code ... (more)",signed up for this card 3 years back to get a free luggage after that i paid for part of my lasik surgery with it to use up the credits upon signup   then i redeemed whatever rewards i could w the points accumulated and left it there to collect dust cancelled it the next time they charged me annual fee  but if youre somehow alr using a hsbc card pls look in your inbox for a promo code  more,Cashback,"['signed', 'up', 'for', 'this', 'card', '3', 'years', 'back', 'to', 'get', 'a', 'free', 'luggage', 'after', 'that', 'i', 'paid', 'for', 'part', 'of', 'my', 'lasik', 'surgery', 'with', 'it', 'to', 'use', 'up', 'the', 'credits', 'upon', 'signup', 'then', 'i', 'redeemed', 'whatever', 'rewards', 'i', 'could', 'w', 'the', 'points', 'accumulated', 'and', 'left', 'it', 'there', 'to', 'collect', 'dust', 'cancelled', 'it', 'the', 'next', 'time', 'they', 'charged', 'me', 'annual', 'fee', 'but', 'if', 'youre', 'somehow', 'alr', 'using', 'a', 'hsbc', 'card', 'pls', 'look', 'in', 'your', 'inbox', 'for', 'a', 'promo', 'code', 'more']","['signed', 'card', '3', 'years', 'back', 'get', 'free', 'luggage', 'paid', 'part', 'lasik', 'surgery', 'use', 'credits', 'upon', 'signup', 'redeemed', 'whatever', 'rewards', 'could', 'w', 'points', 'accumulated', 'left', 'collect', 'dust', 'cancelled', 'next', 'time', 'charged', 'annual', 'fee', 'youre', 'somehow', 'alr', 'using', 'hsbc', 'card', 'pls', 'look', 'inbox', 'promo', 'code']","['signed', 'card', '3', 'year', 'back', 'get', 'free', 'luggage', 'paid', 'part', 'lasik', 'surgery', 'use', 'credit', 'upon', 'signup', 'redeemed', 'whatever', 'reward', 'could', 'w', 'point', 'accumulated', 'left', 'collect', 'dust', 'cancelled', 'next', 'time', 'charged', 'annual', 'fee', 'youre', 'somehow', 'alr', 'using', 'hsbc', 'card', 'pls', 'look', 'inbox', 'promo', 'code']",1
234,HSBC Revolution Credit Card,Nothing fantastic. The cash rebates for supermarket and dining etc have been outshone by the BOC Family Card. I dont see a point to use this card frequently unless there’s a specific HSBC promotion with the retailer or airline.,nothing fantastic the cash rebates for supermarket and dining etc have been outshone by the boc family card i dont see a point to use this card frequently unless there’s a specific hsbc promotion with the retailer or airline,Cashback,"['nothing', 'fantastic', 'the', 'cash', 'rebates', 'for', 'supermarket', 'and', 'dining', 'etc', 'have', 'been', 'outshone', 'by', 'the', 'boc', 'family', 'card', 'i', 'dont', 'see', 'a', 'point', 'to', 'use', 'this', 'card', 'frequently', 'unless', 'there', 's', 'a', 'specific', 'hsbc', 'promotion', 'with', 'the', 'retailer', 'or', 'airline']","['nothing', 'fantastic', 'cash', 'rebates', 'supermarket', 'dining', 'etc', 'outshone', 'boc', 'family', 'card', 'dont', 'see', 'point', 'use', 'card', 'frequently', 'unless', 'specific', 'hsbc', 'promotion', 'retailer', 'airline']","['nothing', 'fantastic', 'cash', 'rebate', 'supermarket', 'dining', 'etc', 'outshone', 'boc', 'family', 'card', 'dont', 'see', 'point', 'use', 'card', 'frequently', 'unless', 'specific', 'hsbc', 'promotion', 'retailer', 'airline']",2
235,HSBC Revolution Credit Card,"HSBC has one of the worse non-intuitive, non user friendly banking service I have seen. The ATM machine and the mobile banking apps are the worse I have seen. The ATM actually allows one to access even when the PIN is wrong, and then retain your card when you thought the first PIN was correct (the ATM, at no time, stated that the PIN was wrong). The ATM also does not allow you to use credit card to withdraw cash from your savings account; it automatically assume you want cash advance and charge you for it (the ATM DOES NOT  indicate source of cash you are withdrawing fr... (more)",hsbc has one of the worse nonintuitive non user friendly banking service i have seen the atm machine and the mobile banking apps are the worse i have seen the atm actually allows one to access even when the pin is wrong and then retain your card when you thought the first pin was correct the atm at no time stated that the pin was wrong the atm also does not allow you to use credit card to withdraw cash from your savings account it automatically assume you want cash advance and charge you for it the atm does not  indicate source of cash you are withdrawing fr more,Cashback,"['hsbc', 'has', 'one', 'of', 'the', 'worse', 'nonintuitive', 'non', 'user', 'friendly', 'banking', 'service', 'i', 'have', 'seen', 'the', 'atm', 'machine', 'and', 'the', 'mobile', 'banking', 'apps', 'are', 'the', 'worse', 'i', 'have', 'seen', 'the', 'atm', 'actually', 'allows', 'one', 'to', 'access', 'even', 'when', 'the', 'pin', 'is', 'wrong', 'and', 'then', 'retain', 'your', 'card', 'when', 'you', 'thought', 'the', 'first', 'pin', 'was', 'correct', 'the', 'atm', 'at', 'no', 'time', 'stated', 'that', 'the', 'pin', 'was', 'wrong', 'the', 'atm', 'also', 'does', 'not', 'allow', 'you', 'to', 'use', 'credit', 'card', 'to', 'withdraw', 'cash', 'from', 'your', 'savings', 'account', 'it', 'automatically', 'assume', 'you', 'want', 'cash', 'advance', 'and', 'charge', 'you', 'for', 'it', 'the', 'atm', 'does', 'not', 'indicate', 'source', 'of', 'cash', 'you', 'are', 'withdrawing', 'fr', 'more']","['hsbc', 'one', 'worse', 'nonintuitive', 'non', 'user', 'friendly', 'banking', 'service', 'seen', 'atm', 'machine', 'mobile', 'banking', 'apps', 'worse', 'seen', 'atm', 'actually', 'allows', 'one', 'access', 'even', 'pin', 'wrong', 'retain', 'card', 'thought', 'first', 'pin', 'correct', 'atm', 'time', 'stated', 'pin', 'wrong', 'atm', 'also', 'allow', 'use', 'credit', 'card', 'withdraw', 'cash', 'savings', 'account', 'automatically', 'assume', 'want', 'cash', 'advance', 'charge', 'atm', 'indicate', 'source', 'cash', 'withdrawing', 'fr']","['hsbc', 'one', 'worse', 'nonintuitive', 'non', 'user', 'friendly', 'banking', 'service', 'seen', 'atm', 'machine', 'mobile', 'banking', 'apps', 'worse', 'seen', 'atm', 'actually', 'allows', 'one', 'access', 'even', 'pin', 'wrong', 'retain', 'card', 'thought', 'first', 'pin', 'correct', 'atm', 'time', 'stated', 'pin', 'wrong', 'atm', 'also', 'allow', 'use', 'credit', 'card', 'withdraw', 'cash', 'saving', 'account', 'automatically', 'assume', 'want', 'cash', 'advance', 'charge', 'atm', 'indicate', 'source', 'cash', 'withdrawing', 'fr']",1
236,HSBC Revolution Credit Card,Occasionally there is some good promo w retail and restaurants.. but earning rewards points is mediocre and slow.. applied the card without any perks hence feel quite short changed.. $1 earn 1 points with no means to accelerate the points redemption.. not many rewards category to choose too..,occasionally there is some good promo w retail and restaurants but earning rewards points is mediocre and slow applied the card without any perks hence feel quite short changed 1 earn 1 points with no means to accelerate the points redemption not many rewards category to choose too,Cashback,"['occasionally', 'there', 'is', 'some', 'good', 'promo', 'w', 'retail', 'and', 'restaurants', 'but', 'earning', 'rewards', 'points', 'is', 'mediocre', 'and', 'slow', 'applied', 'the', 'card', 'without', 'any', 'perks', 'hence', 'feel', 'quite', 'short', 'changed', '1', 'earn', '1', 'points', 'with', 'no', 'means', 'to', 'accelerate', 'the', 'points', 'redemption', 'not', 'many', 'rewards', 'category', 'to', 'choose', 'too']","['occasionally', 'good', 'promo', 'w', 'retail', 'restaurants', 'earning', 'rewards', 'points', 'mediocre', 'slow', 'applied', 'card', 'without', 'perks', 'hence', 'feel', 'quite', 'short', 'changed', '1', 'earn', '1', 'points', 'means', 'accelerate', 'points', 'redemption', 'many', 'rewards', 'category', 'choose']","['occasionally', 'good', 'promo', 'w', 'retail', 'restaurant', 'earning', 'reward', 'point', 'mediocre', 'slow', 'applied', 'card', 'without', 'perk', 'hence', 'feel', 'quite', 'short', 'changed', '1', 'earn', '1', 'point', 'mean', 'accelerate', 'point', 'redemption', 'many', 'reward', 'category', 'choose']",2
237,HSBC Revolution Credit Card,"[Awful CS experience & blindsided DCC charge]

Friday, 6 January 2023

Sharing my extremely awful experience with HSBC and its Revolution credit card so that existing and potential new cardholders can beware. 

... (more)",awful cs experience  blindsided dcc charge  friday 6 january 2023  sharing my extremely awful experience with hsbc and its revolution credit card so that existing and potential new cardholders can beware    more,Cashback,"['awful', 'cs', 'experience', 'blindsided', 'dcc', 'charge', 'friday', '6', 'january', '2023', 'sharing', 'my', 'extremely', 'awful', 'experience', 'with', 'hsbc', 'and', 'its', 'revolution', 'credit', 'card', 'so', 'that', 'existing', 'and', 'potential', 'new', 'cardholders', 'can', 'beware', 'more']","['awful', 'cs', 'experience', 'blindsided', 'dcc', 'charge', 'friday', '6', 'january', '2023', 'sharing', 'extremely', 'awful', 'experience', 'hsbc', 'revolution', 'credit', 'card', 'existing', 'potential', 'new', 'cardholders', 'beware']","['awful', 'c', 'experience', 'blindsided', 'dcc', 'charge', 'friday', '6', 'january', '2023', 'sharing', 'extremely', 'awful', 'experience', 'hsbc', 'revolution', 'credit', 'card', 'existing', 'potential', 'new', 'cardholder', 'beware']",1
238,HSBC Revolution Credit Card,"One of the worst card to have in your wallet.

[Hidden Terms]
I signed up for their promotion with Singsaver to redeem a Airpods. However, after multiple times contacting their customer service. They told me that I am not subscribe to their marketing newsletter and that is a hidden clause to void the gift. 

... (more)",one of the worst card to have in your wallet  hidden terms i signed up for their promotion with singsaver to redeem a airpods however after multiple times contacting their customer service they told me that i am not subscribe to their marketing newsletter and that is a hidden clause to void the gift    more,Cashback,"['one', 'of', 'the', 'worst', 'card', 'to', 'have', 'in', 'your', 'wallet', 'hidden', 'terms', 'i', 'signed', 'up', 'for', 'their', 'promotion', 'with', 'singsaver', 'to', 'redeem', 'a', 'airpods', 'however', 'after', 'multiple', 'times', 'contacting', 'their', 'customer', 'service', 'they', 'told', 'me', 'that', 'i', 'am', 'not', 'subscribe', 'to', 'their', 'marketing', 'newsletter', 'and', 'that', 'is', 'a', 'hidden', 'clause', 'to', 'void', 'the', 'gift', 'more']","['one', 'worst', 'card', 'wallet', 'hidden', 'terms', 'signed', 'promotion', 'singsaver', 'redeem', 'airpods', 'however', 'multiple', 'times', 'contacting', 'customer', 'service', 'told', 'subscribe', 'marketing', 'newsletter', 'hidden', 'clause', 'void', 'gift']","['one', 'worst', 'card', 'wallet', 'hidden', 'term', 'signed', 'promotion', 'singsaver', 'redeem', 'airpods', 'however', 'multiple', 'time', 'contacting', 'customer', 'service', 'told', 'subscribe', 'marketing', 'newsletter', 'hidden', 'clause', 'void', 'gift']",1
